Date,AGUAS-A.SN,ANDINA-B.SN,ANTARCHILE.SN,BCI.SN,BSANTANDER.SN,CAP.SN,CCU.SN,CENCOSUD.SN,CHILE.SN,CMPC.SN,COLBUN.SN,CONCHATORO.SN,COPEC.SN,ENTEL.SN,FALABELLA.SN,GASCO.SN,PARAUCO.SN,QUINENCO.SN,RIPLEY.SN,SONDA.SN,SQM-B.SN
2008-01-28,61.63916015625,662.5374755859375,8481.6884765625,4711.16552734375,9.660059928894043,4807.73486328125,1352.9920654296875,1058.417724609375,14.377538681030273,1259.4580078125,71.24585723876953,562.7286376953125,7221.0830078125,2497.954833984375,1938.1514892578125,127.8119888305664,321.4131164550781,249.3515625,234.50291442871094,281.68927001953125,5111.72216796875
2008-01-29,61.948909759521484,702.1432495117188,8689.3857421875,4847.63037109375,9.773707389831543,5238.423828125,1374.770751953125,1070.2481689453125,14.812549591064453,1271.1566162109375,73.2982406616211,582.1331176757812,7379.541015625,2650.518310546875,1986.142578125,127.8119888305664,325.52508544921875,250.11485290527344,246.135986328125,306.18389892578125,5189.1640625
2008-01-30,61.948909759521484,737.9837036132812,9019.552734375,4914.03466796875,9.896448135375977,5534.24365234375,1374.814208984375,1065.3189697265625,15.114848136901855,1289.285888671875,73.2524185180664,582.8446655273438,7461.30322265625,2650.95458984375,2126.1748046875,127.8119888305664,335.80474853515625,253.91595458984375,258.57843017578125,328.45184326171875,5294.26171875
2008-01-31,61.948909759521484,722.9237060546875,8936.802734375,4962.18017578125,9.996459007263184,5571.55859375,1391.967041015625,1070.9603271484375,15.207010269165039,1299.615478515625,67.67259216308594,581.440673828125,7583.81103515625,2686.75390625,1995.126708984375,127.8119888305664,342.657958984375,253.91595458984375,259.5608215332031,323.319091796875,5320.00927734375
2008-02-01,61.948909759521484,726.5908813476562,8771.3056640625,4880.83154296875,10.2328462600708,5733.8544921875,1396.2008056640625,1082.5164794921875,15.299176216125488,1314.1873779296875,65.96839904785156,563.3753662109375,7627.72900390625,2695.83056640625,2013.409423828125,127.8119888305664,342.657958984375,258.4742126464844,257.3335876464844,324.55499267578125,5438.77001953125
2008-02-04,61.948909759521484,743.2645874023438,8936.802734375,4965.5,10.00100326538086,5732.0546875,1387.907958984375,1073.5343017578125,15.25493335723877,1314.1873779296875,65.03385162353516,562.7286376953125,7562.8095703125,2721.13720703125,2005.0565185546875,127.8119888305664,344.0285949707031,258.4803466796875,256.775390625,331.2353820800781,5387.796875
2008-02-05,61.948909759521484,733.7785034179688,9102.2978515625,4880.83154296875,9.864627838134766,5574.70458984375,1340.291259765625,1019.5318603515625,15.041114807128906,1286.1385498046875,61.387264251708984,545.2645874023438,7331.8232421875,2614.138916015625,1899.1448974609375,126.700439453125,342.657958984375,258.4742126464844,245.05303955078125,320.1014099121094,5243.486328125
2008-02-06,61.948909759521484,738.325927734375,9097.3359375,4877.51171875,9.773707389831543,5754.5341796875,1352.9920654296875,1029.99267578125,15.114848136901855,1299.821044921875,61.37810516357422,543.3241577148438,7370.75732421875,2632.29248046875,1930.6658935546875,126.700439453125,342.657958984375,258.4742126464844,245.2539825439453,322.88482666015625,5254.84912109375
2008-02-07,61.948909759521484,738.81494140625,9027.826171875,4648.412109375,9.778254508972168,5844.44873046875,1339.8988037109375,1021.9964599609375,15.114848136901855,1258.77392578125,61.37810516357422,551.7327880859375,7371.392578125,2632.29248046875,1907.0250244140625,126.700439453125,339.2314453125,258.4742126464844,245.61123657226562,317.31793212890625,5090.63525390625
2008-02-08,61.948909759521484,740.7708129882812,9019.552734375,4648.412109375,9.660059928894043,6023.82861328125,1339.8988037109375,1010.49462890625,15.022680282592773,1268.9674072265625,62.30349349975586,554.326171875,7334.26806640625,2650.44580078125,1899.1448974609375,122.25479125976562,339.2314453125,258.4742126464844,242.8760528564453,322.88482666015625,5155.66552734375
2008-02-11,61.32940673828125,757.8843383789062,9102.2978515625,4681.6162109375,9.660059928894043,6334.9306640625,1339.8988037109375,1025.884765625,15.114848136901855,1297.5635986328125,63.21971130371094,553.0262451171875,7465.017578125,2723.061279296875,1899.3817138671875,122.25479125976562,339.2314453125,258.4742126464844,245.61123657226562,331.6529235839844,5089.97802734375
2008-02-12,61.32940673828125,789.61767578125,9193.3232421875,4831.0283203125,9.910085678100586,6462.6103515625,1348.62744140625,1064.278076171875,15.299176216125488,1310.082763671875,65.59273529052734,556.2604370117188,7562.5361328125,2795.676513671875,1919.63330078125,122.25479125976562,342.657958984375,259.9947509765625,256.446044921875,331.2353820800781,5254.84912109375
2008-02-13,61.32940673828125,803.7483520507812,9350.5439453125,4814.7587890625,10.182841300964355,6617.71435546875,1385.28955078125,1057.2677001953125,15.306548118591309,1299.821044921875,66.65559387207031,575.076171875,7705.50830078125,2832.020751953125,1970.0672607421875,122.25479125976562,342.657958984375,259.9947509765625,269.0559997558594,331.22979736328125,5384.9072265625
2008-02-14,61.17454147338867,789.5194091796875,9350.5439453125,4797.8251953125,9.878262519836426,6571.8583984375,1365.9984130859375,1043.9041748046875,15.207010269165039,1276.83447265625,67.0220718383789,569.6363525390625,7662.228515625,2846.506591796875,1984.567138671875,122.25479125976562,342.651123046875,267.59686279296875,265.70672607421875,322.88482666015625,5226.93408203125
2008-02-15,61.17454147338867,784.2876586914062,9349.7158203125,4781.2236328125,9.773707389831543,6626.7060546875,1350.8104248046875,1021.0653686523438,14.842045783996582,1263.42626953125,67.8008804321289,565.9625244140625,7470.08642578125,2850.136962890625,1964.7872314453125,122.25479125976562,342.657958984375,267.59686279296875,262.35748291015625,322.88482666015625,5124.134765625
2008-02-18,61.948909759521484,789.6664428710938,9309.1708984375,4847.63037109375,9.950998306274414,6997.154296875,1361.7210693359375,1040.6177978515625,14.93789291381836,1272.4564208984375,67.8008804321289,562.7286376953125,7571.5009765625,2897.337158203125,1974.007568359375,122.25479125976562,342.657958984375,267.59686279296875,270.6189270019531,322.32818603515625,5156.3212890625
2008-02-19,61.948909759521484,774.2155151367188,9350.5439453125,4980.44140625,10.364676475524902,6868.57470703125,1383.5435791015625,1026.925537109375,15.125906944274902,1265.614990234375,68.71709442138672,569.1966552734375,7605.99658203125,2886.481201171875,1969.98828125,122.25479125976562,342.657958984375,273.9826965332031,265.14849853515625,334.018798828125,5254.91552734375
2008-02-20,61.948909759521484,774.9977416992188,9433.2919921875,5076.3974609375,10.569241523742676,6946.80322265625,1377.8692626953125,1031.4713134765625,15.409771919250488,1263.563232421875,68.25896453857422,588.6011962890625,7746.7080078125,2904.380859375,1969.2786865234375,122.25479125976562,349.59332275390625,281.28076171875,265.14849853515625,328.45184326171875,5373.41357421875
2008-02-21,61.948909759521484,777.4427490234375,9350.5439453125,5257.021484375,10.569241523742676,6827.66796875,1372.806640625,1026.596923828125,15.557230949401855,1265.614990234375,68.71709442138672,595.3922729492188,7744.533203125,2908.19287109375,1914.905029296875,122.25479125976562,356.3642578125,296.48516845703125,262.35748291015625,328.45184326171875,5427.01220703125
2008-02-22,61.948909759521484,779.8873291015625,9350.5439453125,5257.021484375,10.464686393737793,6743.595703125,1374.814208984375,1037.879638671875,15.66783332824707,1255.0113525390625,69.08357238769531,591.8348999023438,7696.45458984375,2910.045166015625,1899.1448974609375,122.25479125976562,356.6247253417969,296.48516845703125,267.9339599609375,313.910888671875,5451.90478515625
2008-02-25,61.63916015625,779.8873291015625,9516.0400390625,5179.658203125,10.796537399291992,6811.02978515625,1374.814208984375,1040.6177978515625,15.785798072814941,1258.77392578125,71.93305969238281,595.00439453125,7651.6328125,2940.90625,1903.0855712890625,121.31012725830078,359.7908935546875,296.48516845703125,265.70672607421875,322.88482666015625,5716.9462890625
2008-02-26,61.63916015625,776.9535522460938,9598.7890625,5179.658203125,10.910185813903809,6736.85107421875,1409.7305908203125,1032.2930908203125,15.741562843322754,1255.2847900390625,71.45661163330078,593.1284790039062,7515.17919921875,2951.798095703125,1892.052978515625,122.25479125976562,363.90277099609375,296.48516845703125,262.35748291015625,333.0390930175781,5846.0185546875
2008-02-27,61.95200729370117,772.5531005859375,9473.8388671875,5156.41748046875,10.728349685668945,6653.68212890625,1417.847900390625,1024.187255859375,15.815292358398438,1238.250732421875,69.96316528320312,593.7689208984375,7508.2998046875,2951.798095703125,1914.432373046875,122.25479125976562,363.2174377441406,296.48516845703125,259.5161437988281,345.2084655761719,6043.14306640625
2008-02-28,61.32940673828125,772.2108764648438,9322.4130859375,4978.11669921875,10.551056861877441,6638.39404296875,1398.51416015625,1032.457275390625,16.073352813720703,1228.6728515625,68.56131744384766,601.517578125,7289.17626953125,2958.87939453125,1906.94580078125,122.25479125976562,359.7223205566406,296.48516845703125,259.5943298339844,341.7013244628906,5874.52880859375
2008-02-29,61.32940673828125,745.5624389648438,9019.552734375,4980.44140625,10.364676475524902,6456.31787109375,1355.0001220703125,1026.049072265625,15.8447847366333,1181.400634765625,66.79300689697266,593.6527099609375,7037.63720703125,2904.5986328125,1859.5068359375,122.25479125976562,347.0713806152344,293.4442138671875,256.775390625,339.5858154296875,5893.90478515625
2008-03-03,61.01966094970703,743.21533203125,8854.8828125,4963.5068359375,10.360132217407227,6281.8857421875,1344.219482421875,1005.2914428710938,15.94432258605957,1162.9976806640625,66.42652130126953,587.3074340820312,6929.34423828125,2848.21337890625,1843.1160888671875,122.25479125976562,346.76983642578125,294.96478271484375,248.39112854003906,334.0133056640625,5918.1435546875
2008-03-04,61.01966094970703,718.7675170898438,8687.7314453125,4746.36083984375,10.137381553649902,6222.5400390625,1331.16943359375,989.6277465820312,15.66783332824707,1149.315185546875,65.5102767944336,577.0294799804688,6846.8564453125,2777.522216796875,1813.0919189453125,122.25479125976562,344.0285949707031,294.96478271484375,242.8202362060547,331.2353820800781,5911.7060546875
2008-03-05,61.01966094970703,733.3386840820312,8687.7314453125,4747.6884765625,10.228300094604492,6254.46044921875,1349.71875,1004.0865478515625,15.66783332824707,1182.6318359375,68.62545776367188,575.6647338867188,6880.177734375,2809.18310546875,1852.3360595703125,111.41859436035156,343.6859436035156,288.8829650878906,242.8202362060547,331.2353820800781,6035.26171875
2008-03-06,61.01966094970703,728.546875,8688.55859375,4861.24267578125,10.091923713684082,6138.0205078125,1344.26318359375,1007.1538696289062,15.560921669006348,1203.7711181640625,67.34274291992188,562.7286376953125,6780.66796875,2795.676513671875,1846.3466796875,111.41859436035156,343.6859436035156,288.8829650878906,237.80747985839844,328.45184326171875,5986.12890625
2008-03-07,60.709922790527344,726.1019897460938,8647.185546875,4850.94970703125,10.00100326538086,6234.67919921875,1318.07666015625,1013.2334594726562,15.483501434326172,1197.2034912109375,65.96839904785156,546.55810546875,6776.228515625,2777.522216796875,1843.9827880859375,111.52975463867188,328.95166015625,285.8420715332031,228.9822540283203,322.88482666015625,5832.880859375
2008-03-10,60.709922790527344,699.795654296875,8523.060546875,4848.95849609375,9.660059928894043,6372.69580078125,1308.91064453125,985.7937622070312,14.83098316192627,1196.8619384765625,66.49065399169922,543.3304443359375,6769.52880859375,2723.061279296875,1831.8470458984375,111.52975463867188,332.5495300292969,285.8420715332031,223.282958984375,329.4761962890625,5568.0400390625
2008-03-11,61.32940673828125,718.7186889648438,8664.5615234375,4847.63037109375,9.819167137145996,6624.00927734375,1324.4921875,1007.373046875,15.140654563903809,1203.9766845703125,68.25896453857422,539.1455688476562,6973.80126953125,2785.219482421875,1861.0047607421875,116.69779205322266,323.46905517578125,285.8420715332031,227.19041442871094,334.74261474609375,5797.609375
2008-03-12,61.32940673828125,723.6571044921875,8895.4306640625,5046.8466796875,9.955544471740723,6700.435546875,1374.814208984375,1030.4307861328125,15.395024299621582,1245.0233154296875,70.54955291748047,530.3877563476562,7243.72021484375,2879.5830078125,1908.3646240234375,116.69779205322266,325.52508544921875,294.96478271484375,228.3068084716797,339.6080627441406,6108.7626953125
2008-03-13,61.36038589477539,721.1634521484375,8854.0556640625,5046.8466796875,9.773707389831543,6672.111328125,1383.02001953125,1054.7481689453125,15.372907638549805,1234.7615966796875,71.3649673461914,526.5003662109375,7203.60986328125,2850.136962890625,1916.63916015625,119.43186950683594,324.51080322265625,294.96478271484375,226.4814910888672,342.3693542480469,6162.16455078125
2008-03-14,61.36038589477539,731.9694213867188,8936.802734375,4963.8388671875,9.864627838134766,6708.08056640625,1374.7271728515625,1044.2327880859375,15.571979522705078,1250.2913818359375,68.70793151855469,515.4334716796875,7142.3095703125,2813.829833984375,1883.7786865234375,119.47631072998047,339.8550109863281,298.0360107421875,224.95758056640625,342.3693542480469,6252.35009765625
2008-03-17,61.36038589477539,742.7757568359375,8854.0556640625,4972.14013671875,9.63278579711914,6677.5087890625,1336.7564697265625,1062.7996826171875,15.848472595214844,1244.4759521484375,69.38593292236328,508.15032958984375,7166.0322265625,2777.377685546875,1875.2679443359375,119.47077941894531,339.2314453125,293.4442138671875,218.1139373779297,340.6991882324219,6046.22900390625
2008-03-18,61.948909759521484,736.2235107421875,8854.0556640625,4972.14013671875,9.546411514282227,6720.21728515625,1374.814208984375,1066.9617919921875,15.66783332824707,1224.7049560546875,70.54955291748047,514.4954833984375,7078.29296875,2762.4189453125,1914.905029296875,119.75971221923828,342.657958984375,296.48516845703125,219.37548828125,342.3693542480469,6300.2373046875
2008-03-19,61.948909759521484,723.6085205078125,8854.0556640625,5156.08544921875,9.546411514282227,6664.02099609375,1370.58056640625,1034.812744140625,15.66783332824707,1238.66064453125,70.0822525024414,533.7576293945312,7131.71484375,2753.9228515625,1887.7181396484375,119.75409698486328,349.5111389160156,304.0872802734375,219.28062438964844,350.69195556640625,6336.03466796875
2008-03-20,61.948909759521484,728.546875,8854.0556640625,5179.658203125,9.455493927001953,6609.17138671875,1352.9920654296875,1025.99462890625,14.561863899230957,1245.16015625,71.46576690673828,517.4514770507812,7208.13623046875,2719.4306640625,1910.9654541015625,119.47631072998047,356.3642578125,304.0872802734375,218.28140258789062,350.7198486328125,6282.43505859375
2008-03-21,61.948909759521484,728.546875,8854.0556640625,5179.658203125,9.455493927001953,6609.17138671875,1352.9920654296875,1025.99462890625,14.561863899230957,1245.16015625,71.46576690673828,517.4514770507812,7208.13623046875,2719.4306640625,1910.9654541015625,119.47631072998047,356.3642578125,304.0872802734375,218.28140258789062,350.7198486328125,6282.43505859375
2008-03-24,61.948909759521484,733.4363403320312,8976.521484375,5311.80712890625,9.891901969909668,6592.5390625,1354.8685302734375,1035.0860595703125,14.359107971191406,1265.614990234375,74.67256164550781,522.9558715820312,7287.54541015625,2729.741943359375,1962.1865234375,119.47631072998047,359.7908935546875,304.0872802734375,220.4918975830078,359.0702819824219,6539.00439453125
2008-03-25,61.948909759521484,733.4363403320312,8978.1767578125,5300.849609375,10.091923713684082,6633.90087890625,1352.9920654296875,1022.982177734375,14.193211555480957,1258.77392578125,74.85582733154297,527.1536865234375,7315.888671875,2762.999267578125,1907.1038818359375,119.47631072998047,363.2174377441406,304.0872802734375,222.15536499023438,359.1258239746094,6762.33447265625
2008-03-26,61.948909759521484,726.1019897460938,8978.1767578125,5296.8662109375,9.88735580444336,6608.72314453125,1351.9449462890625,1007.4276733398438,13.97201919555664,1254.874755859375,76.04692077636719,520.349365234375,7227.966796875,2716.96240234375,1891.2645263671875,119.47631072998047,361.9221496582031,304.0872802734375,220.4918975830078,359.0758056640625,6699.93310546875
2008-03-27,61.948909759521484,723.7059326171875,8978.1767578125,5296.8662109375,9.910085678100586,6627.60498046875,1361.7646484375,1006.49658203125,14.15634536743164,1259.9366455078125,74.67256164550781,523.9197387695312,7375.55712890625,2735.9140625,1891.1859130859375,119.47631072998047,375.00482177734375,304.0872802734375,218.8173065185547,359.0702819824219,7000.7744140625
2008-03-28,62.56840133666992,733.3873291015625,8978.1767578125,5279.267578125,10.00100326538086,6557.02099609375,1361.7210693359375,1006.386962890625,14.18215274810791,1255.353271484375,76.04692077636719,523.9197387695312,7305.9267578125,2796.657470703125,1863.998779296875,119.47631072998047,376.9237976074219,304.0872802734375,217.95761108398438,355.7301025390625,6765.619140625
2008-03-31,62.56840133666992,735.881103515625,8974.0380859375,5262.666015625,10.00100326538086,6635.69921875,1348.62744140625,1024.2967529296875,14.15634536743164,1231.4095458984375,76.50503540039062,523.9197387695312,7379.44970703125,2817.46142578125,1863.6842041015625,119.47631072998047,370.07061767578125,304.0872802734375,218.25906372070312,364.08056640625,6699.2763671875
2008-04-01,63.49763870239258,757.8843383789062,8969.07421875,5246.06494140625,10.273758888244629,6608.2744140625,1391.8358154296875,1035.0860595703125,14.15634536743164,1262.1942138671875,77.42125701904297,520.6854858398438,7293.5224609375,2813.829833984375,1895.2047119140625,119.47631072998047,380.35028076171875,298.005615234375,218.8173065185547,364.6372375488281,6896.990234375
2008-04-02,63.49763870239258,757.8843383789062,8688.55859375,5179.3271484375,10.273758888244629,6496.3291015625,1394.4547119140625,1013.2334594726562,14.23007583618164,1265.6834716796875,76.96315002441406,536.8494873046875,7154.0810546875,2759.369384765625,1907.0250244140625,118.92063903808594,376.9237976074219,304.0872802734375,218.1474151611328,361.57537841796875,7224.10498046875
2008-04-03,62.56840133666992,770.1083374023438,8688.55859375,5179.658203125,10.501054763793945,6496.3291015625,1438.0997314453125,1026.925537109375,14.285377502441406,1265.5467529296875,76.50503540039062,543.3241577148438,6972.0810546875,2795.676513671875,1993.7080078125,119.75409698486328,394.0566711425781,304.0872802734375,220.4918975830078,361.8537292480469,7327.228515625
2008-04-04,62.87813186645508,792.1116333007812,8771.3056640625,5189.61962890625,10.391953468322754,6496.3291015625,1453.37548828125,1029.7740478515625,14.377538681030273,1255.353271484375,76.87152099609375,553.0262451171875,7080.73779296875,2755.73828125,2033.10888671875,118.36490631103516,394.0566711425781,304.0872802734375,218.8173065185547,361.8537292480469,7634.63916015625
2008-04-07,63.807376861572266,797.0007934570312,8688.55859375,5279.267578125,10.30557918548584,6653.68212890625,1453.37548828125,1040.5086669921875,14.432836532592773,1248.4439697265625,73.7655029296875,564.0219116210938,7058.1005859375,2759.369384765625,2009.468505859375,119.47631072998047,404.3364562988281,304.11773681640625,221.6083221435547,370.2042541503906,8112.17626953125
2008-04-08,64.42684173583984,801.4014892578125,8729.93359375,5279.267578125,10.2328462600708,6784.05615234375,1481.7445068359375,1029.6640625,14.432836532592773,1241.7398681640625,74.67256164550781,556.2604370117188,6990.1923828125,2775.70703125,1962.1865234375,119.47631072998047,394.0566711425781,304.0872802734375,219.37548828125,390.8021240234375,8236.9765625
2008-04-09,63.807376861572266,800.9125366210938,8687.7314453125,5279.267578125,10.455594062805176,6923.4248046875,1527.5714111328125,1015.9718017578125,14.45126724243164,1241.6029052734375,73.7471923828125,559.494384765625,7017.2646484375,2766.630859375,1985.82763671875,119.47077941894531,404.2679748535156,304.0872802734375,217.70091247558594,400.8170471191406,7915.1181640625
2008-04-10,64.50428771972656,797.0007934570312,8564.4365234375,5112.9208984375,10.228300094604492,7013.3388671875,1496.9761962890625,1013.2334594726562,14.45126724243164,1210.885986328125,73.2982406616211,553.0262451171875,7017.35546875,2850.136962890625,1970.0672607421875,119.47631072998047,400.9097900390625,310.1690979003906,217.14266967773438,403.0494384765625,7685.2177734375
2008-04-11,65.04634857177734,794.555908203125,8440.314453125,5080.05029296875,10.273758888244629,6990.85986328125,1483.9267578125,996.2547607421875,14.521315574645996,1193.783203125,73.75635528564453,556.2604370117188,6990.28271484375,2864.66015625,2025.2288818359375,119.47631072998047,400.9028625488281,310.1386413574219,214.239990234375,400.8226013183594,8407.7587890625
2008-04-14,65.66584777832031,797.0007934570312,8481.6884765625,5080.05029296875,10.22375202178955,7058.29638671875,1527.5714111328125,996.74755859375,14.377538681030273,1186.94189453125,73.75635528564453,556.2604370117188,6944.91845703125,2922.753173828125,2111.912353515625,116.69779205322266,410.5042419433594,310.1690979003906,217.70091247558594,401.3794250488281,8690.2080078125
2008-04-15,65.66584777832031,809.224609375,8605.8095703125,5080.05029296875,10.455594062805176,7049.30517578125,1542.847412109375,1018.71044921875,14.15634536743164,1183.452392578125,74.64511108398438,560.7880859375,7008.20947265625,2900.9677734375,2155.2529296875,116.69779205322266,404.9600524902344,314.7304992675781,226.07400512695312,411.9566650390625,8801.21484375
2008-04-16,65.9755630493164,831.2279663085938,8523.060546875,5143.13623046875,10.678345680236816,7080.77490234375,1540.6650390625,1056.994140625,14.193211555480957,1183.5208740234375,75.95530700683594,574.3712158203125,6999.24560546875,2899.153076171875,2127.6728515625,117.25904846191406,408.4482421875,317.7712097167969,241.7038116455078,423.090576171875,9123.7294921875
2008-04-17,68.143798828125,814.1141357421875,8605.8095703125,5092.33544921875,10.705617904663086,7283.083984375,1518.8427734375,1051.5718994140625,14.11948013305664,1198.5718994140625,73.75635528564453,580.1923217773438,6997.4345703125,2897.337158203125,2111.912353515625,117.30902099609375,410.5042419433594,317.7712097167969,245.05303955078125,414.7400207519531,9130.30078125
